emotion,
neutral,
neutral,
disgusted,
angry,
surprised,
fearful,
disgusted,
fearful,
surprised,
fearful,
surprised,
disgusted,
disgusted,
neutral,
surprised,
angry,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
fearful,
surprised,
neutral,
sad,
angry,
disgusted,
surprised,
fearful,
angry,
disgusted,
angry,
neutral,
angry,
angry,
angry,
fearful,
angry,
fearful,
disgusted,
angry,
disgusted,
angry,
angry,
angry,
neutral,
neutral,
surprised,
neutral,
angry,
angry,
fearful,
disgusted,
surprised,
disgusted,
disgusted,
neutral,
disgusted,
disgusted,
surprised,
fearful,
angry,
disgusted,
neutral,
fearful,
angry,
surprised,
fearful,
disgusted,
angry,
disgusted,
angry,
neutral,
angry,
neutral,
disgusted,
angry,
neutral,
fearful,
surprised,
angry,
angry,
fearful,
angry,
surprised,
disgusted,
angry,
surprised,
fearful,
surprised,
fearful,
angry,
fearful,
fearful,
fearful,
angry,
neutral,
disgusted,
angry,
angry,
disgusted,
fearful,
angry,
angry,
surprised,
disgusted,
angry,
surprised,
angry,
angry,
angry,
fearful,
neutral,
fearful,
surprised,
sad,
fearful,
angry,
angry,
disgusted,
neutral,
angry,
neutral,
angry,
surprised,
sad,
neutral,
disgusted,
angry,
neutral,
disgusted,
disgusted,
angry,
fearful,
angry,
fearful,
neutral,
neutral,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
angry,
angry,
disgusted,
disgusted,
fearful,
angry,
disgusted,
angry,
surprised,
surprised,
neutral,
surprised,
neutral,
neutral,
disgusted,
disgusted,
fearful,
neutral,
angry,
disgusted,
neutral,
disgusted,
fearful,
disgusted,
surprised,
disgusted,
fearful,
fearful,
angry,
disgusted,
neutral,
angry,
fearful,
surprised,
angry,
angry,
angry,
fearful,
fearful,
disgusted,
angry,
fearful,
surprised,
disgusted,
neutral,
neutral,
angry,
disgusted,
disgusted,
neutral,
neutral,
surprised,
angry,
fearful,
angry,
angry,
angry,
disgusted,
surprised,
angry,
disgusted,
neutral,
disgusted,
disgusted,
disgusted,
fearful,
fearful,
neutral,
neutral,
surprised,
disgusted,
surprised,
disgusted,
angry,
angry,
fearful,
disgusted,
neutral,
angry,
disgusted,
surprised,
fearful,
angry,
surprised,
neutral,
angry,
neutral,
disgusted,
angry,
neutral,
surprised,
disgusted,
disgusted,
surprised,
fearful,
disgusted,
fearful,
angry,
neutral,
neutral,
angry,
disgusted,
disgusted,
disgusted,
angry,
fearful,
neutral,
neutral,
disgusted,
disgusted,
surprised,
neutral,
disgusted,
fearful,
neutral,
disgusted,
fearful,
neutral,
fearful,
disgusted,
surprised,
angry,
disgusted,
angry,
angry,
angry,
angry,
angry,
neutral,
disgusted,
fearful,
angry,
fearful,
neutral,
disgusted,
fearful,
angry,
fearful,
angry,
angry,
neutral,
disgusted,
surprised,
disgusted,
disgusted,
angry,
angry,
fearful,
angry,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
angry,
angry,
disgusted,
angry,
surprised,
neutral,
disgusted,
angry,
fearful,
disgusted,
neutral,
angry,
angry,
angry,
disgusted,
disgusted,
fearful,
disgusted,
angry,
disgusted,
neutral,
fearful,
neutral,
disgusted,
disgusted,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
surprised,
surprised,
neutral,
angry,
surprised,
angry,
fearful,
fearful,
disgusted,
angry,
fearful,
disgusted,
sad,
angry,
neutral,
sad,
fearful,
neutral,
disgusted,
angry,
disgusted,
surprised,
fearful,
fearful,
fearful,
angry,
disgusted,
disgusted,
neutral,
angry,
surprised,
disgusted,
disgusted,
neutral,
fearful,
angry,
disgusted,
neutral,
neutral,
angry,
disgusted,
neutral,
disgusted,
angry,
disgusted,
angry,
neutral,
disgusted,
angry,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
disgusted,
sad,
disgusted,
angry,
fearful,
disgusted,
fearful,
surprised,
angry,
disgusted,
surprised,
angry,
fearful,
fearful,
sad,
angry,
disgusted,
surprised,
fearful,
disgusted,
surprised,
neutral,
neutral,
angry,
fearful,
disgusted,
angry,
surprised,
surprised,
surprised,
disgusted,
disgusted,
neutral,
disgusted,
angry,
neutral,
angry,
angry,
angry,
surprised,
angry,
surprised,
neutral,
angry,
surprised,
disgusted,
angry,
surprised,
angry,
angry,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
neutral,
fearful,
fearful,
fearful,
angry,
angry,
disgusted,
neutral,
disgusted,
neutral,
fearful,
neutral,
surprised,
disgusted,
angry,
angry,
neutral,
angry,
disgusted,
surprised,
neutral,
angry,
neutral,
neutral,
angry,
angry,
disgusted,
angry,
fearful,
angry,
neutral,
surprised,
fearful,
disgusted,
surprised,
disgusted,
neutral,
fearful,
neutral,
neutral,
fearful,
fearful,
disgusted,
fearful,
disgusted,
disgusted,
angry,
disgusted,
fearful,
neutral,
fearful,
neutral,
surprised,
neutral,
disgusted,
fearful,
fearful,
disgusted,
disgusted,
disgusted,
angry,
surprised,
disgusted,
disgusted,
neutral,
surprised,
disgusted,
angry,
angry,
fearful,
neutral,
neutral,
neutral,
fearful,
angry,
neutral,
surprised,
angry,
disgusted,
surprised,
angry,
disgusted,
angry,
surprised,
angry,
angry,
disgusted,
neutral,
fearful,
neutral,
neutral,
disgusted,
angry,
fearful,
fearful,
angry,
surprised,
surprised,
angry,
angry,
angry,
sad,
angry,
angry,
fearful,
angry,
disgusted,
disgusted,
angry,
angry,
neutral,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
neutral,
disgusted,
angry,
angry,
surprised,
disgusted,
angry,
angry,
fearful,
surprised,
disgusted,
surprised,
fearful,
neutral,
surprised,
surprised,
angry,
disgusted,
disgusted,
neutral,
neutral,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
surprised,
neutral,
disgusted,
surprised,
angry,
disgusted,
surprised,
fearful,
surprised,
angry,
angry,
disgusted,
angry,
angry,
fearful,
fearful,
disgusted,
angry,
angry,
disgusted,
surprised,
neutral,
disgusted,
fearful,
angry,
disgusted,
disgusted,
fearful,
disgusted,
angry,
angry,
fearful,
angry,
neutral,
angry,
angry,
surprised,
disgusted,
surprised,
fearful,
surprised,
disgusted,
surprised,
surprised,
neutral,
neutral,
angry,
disgusted,
neutral,
surprised,
angry,
fearful,
fearful,
fearful,
angry,
angry,
neutral,
neutral,
angry,
disgusted,
disgusted,
angry,
angry,
fearful,
neutral,
neutral,
angry,
fearful,
disgusted,
surprised,
neutral,
angry,
disgusted,
fearful,
angry,
angry,
neutral,
disgusted,
neutral,
angry,
disgusted,
fearful,
angry,
neutral,
angry,
fearful,
disgusted,
angry,
fearful,
angry,
fearful,
angry,
disgusted,
angry,
angry,
disgusted,
neutral,
surprised,
neutral,
angry,
fearful,
disgusted,
disgusted,
angry,
angry,
angry,
disgusted,
surprised,
disgusted,
angry,
fearful,
disgusted,
angry,
angry,
fearful,
neutral,
angry,
angry,
neutral,
angry,
fearful,
angry,
angry,
fearful,
surprised,
surprised,
neutral,
surprised,
angry,
neutral,
disgusted,
angry,
neutral,
disgusted,
angry,
angry,
disgusted,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
surprised,
angry,
neutral,
fearful,
angry,
angry,
disgusted,
disgusted,
disgusted,
angry,
angry,
fearful,
fearful,
surprised,
neutral,
angry,
surprised,
angry,
disgusted,
fearful,
disgusted,
angry,
disgusted,
disgusted,
fearful,
disgusted,
sad,
neutral,
fearful,
disgusted,
disgusted,
neutral,
fearful,
surprised,
angry,
disgusted,
neutral,
disgusted,
disgusted,
surprised,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
neutral,
fearful,
neutral,
fearful,
surprised,
surprised,
angry,
disgusted,
angry,
disgusted,
angry,
angry,
surprised,
disgusted,
neutral,
surprised,
disgusted,
surprised,
surprised,
disgusted,
fearful,
angry,
angry,
neutral,
angry,
angry,
disgusted,
angry,
angry,
disgusted,
neutral,
neutral,
angry,
neutral,
neutral,
angry,
angry,
angry,
surprised,
neutral,
angry,
disgusted,
disgusted,
surprised,
disgusted,
angry,
angry,
angry,
neutral,
disgusted,
fearful,
sad,
angry,
fearful,
neutral,
angry,
fearful,
disgusted,
disgusted,
neutral,
angry,
neutral,
angry,
neutral,
disgusted,
angry,
disgusted,
surprised,
angry,
neutral,
disgusted,
angry,
disgusted,
disgusted,
neutral,
neutral,
disgusted,
neutral,
fearful,
angry,
angry,
surprised,
disgusted,
neutral,
angry,
angry,
neutral,
disgusted,
sad,
disgusted,
fearful,
fearful,
disgusted,
disgusted,
fearful,
disgusted,
angry,
surprised,
fearful,
disgusted,
disgusted,
disgusted,
disgusted,
surprised,
neutral,
surprised,
disgusted,
angry,
fearful,
disgusted,
angry,
disgusted,
surprised,
angry,
fearful,
disgusted,
disgusted,
surprised,
neutral,
angry,
disgusted,
neutral,
neutral,
fearful,
angry,
angry,
neutral,
disgusted,
fearful,
neutral,
angry,
disgusted,
neutral,
fearful,
disgusted,
angry,
neutral,
neutral,
disgusted,
angry,
angry,
angry,
disgusted,
neutral,
fearful,
disgusted,
angry,
angry,
angry,
fearful,
angry,
surprised,
neutral,
disgusted,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
disgusted,
angry,
surprised,
angry,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
neutral,
surprised,
angry,
angry,
neutral,
angry,
disgusted,
neutral,
surprised,
disgusted,
fearful,
neutral,
neutral,
fearful,
angry,
angry,
disgusted,
angry,
disgusted,
fearful,
angry,
fearful,
disgusted,
angry,
neutral,
neutral,
neutral,
disgusted,
disgusted,
angry,
neutral,
surprised,
angry,
disgusted,
disgusted,
surprised,
surprised,
disgusted,
fearful,
surprised,
angry,
disgusted,
fearful,
disgusted,
neutral,
fearful,
angry,
surprised,
surprised,
angry,
neutral,
angry,
surprised,
fearful,
disgusted,
surprised,
disgusted,
angry,
surprised,
surprised,
angry,
surprised,
neutral,
angry,
angry,
angry,
fearful,
angry,
disgusted,
disgusted,
neutral,
angry,
disgusted,
fearful,
surprised,
surprised,
angry,
disgusted,
disgusted,
neutral,
fearful,
neutral,
disgusted,
neutral,
disgusted,
surprised,
neutral,
disgusted,
disgusted,
angry,
angry,
surprised,
angry,
fearful,
neutral,
neutral,
neutral,
neutral,
fearful,
disgusted,
disgusted,
surprised,
angry,
neutral,
surprised,
disgusted,
angry,
angry,
angry,
disgusted,
surprised,
neutral,
disgusted,
fearful,
angry,
sad,
sad,
neutral,
disgusted,
disgusted,
angry,
angry,
angry,
fearful,
disgusted,
disgusted,
disgusted,
angry,
angry,
disgusted,
neutral,
disgusted,
disgusted,
disgusted,
disgusted,
surprised,
surprised,
surprised,
angry,
surprised,
angry,
neutral,
disgusted,
disgusted,
neutral,
angry,
fearful,
fearful,
neutral,
disgusted,
angry,
angry,
fearful,
disgusted,
surprised,
fearful,
angry,
fearful,
neutral,
angry,
angry,
surprised,
disgusted,
neutral,
surprised,
angry,
disgusted,
disgusted,
neutral,
neutral,
angry,
angry,
neutral,
angry,
disgusted,
angry,
disgusted,
neutral,
fearful,
angry,
disgusted,
disgusted,
angry,
angry,
fearful,
angry,
neutral,
disgusted,
angry,
neutral,
angry,
neutral,
fearful,
fearful,
disgusted,
neutral,
angry,
angry,
angry,
neutral,
surprised,
angry,
angry,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
surprised,
surprised,
disgusted,
angry,
angry,
disgusted,
surprised,
fearful,
disgusted,
angry,
fearful,
disgusted,
neutral,
disgusted,
angry,
angry,
fearful,
neutral,
disgusted,
angry,
fearful,
surprised,
disgusted,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
surprised,
angry,
angry,
disgusted,
angry,
surprised,
neutral,
angry,
surprised,
neutral,
fearful,
fearful,
neutral,
surprised,
fearful,
disgusted,
disgusted,
disgusted,
disgusted,
fearful,
fearful,
angry,
angry,
neutral,
fearful,
surprised,
angry,
fearful,
angry,
disgusted,
surprised,
angry,
neutral,
surprised,
disgusted,
sad,
fearful,
disgusted,
angry,
angry,
neutral,
angry,
surprised,
disgusted,
neutral,
disgusted,
angry,
disgusted,
disgusted,
angry,
disgusted,
angry,
surprised,
fearful,
fearful,
surprised,
angry,
disgusted,
surprised,
sad,
disgusted,
fearful,
disgusted,
fearful,
angry,
angry,
neutral,
disgusted,
angry,
disgusted,
fearful,
sad,
disgusted,
disgusted,
disgusted,
fearful,
angry,
angry,
disgusted,
neutral,
disgusted,
angry,
angry,
disgusted,
surprised,
fearful,
surprised,
angry,
surprised,
neutral,
angry,
angry,
neutral,
neutral,
angry,
disgusted,
fearful,
surprised,
surprised,
disgusted,
neutral,
angry,
angry,
disgusted,
disgusted,
surprised,
neutral,
surprised,
fearful,
fearful,
fearful,
disgusted,
angry,
neutral,
disgusted,
surprised,
surprised,
surprised,
neutral,
disgusted,
neutral,
angry,
angry,
sad,
disgusted,
angry,
disgusted,
angry,
angry,
angry,
neutral,
disgusted,
disgusted,
angry,
sad,
angry,
angry,
surprised,
fearful,
angry,
disgusted,
fearful,
neutral,
neutral,
disgusted,
fearful,
angry,
disgusted,
neutral,
disgusted,
neutral,
fearful,
fearful,
angry,
disgusted,
fearful,
neutral,
disgusted,
angry,
neutral,
fearful,
angry,
neutral,
disgusted,
disgusted,
angry,
neutral,
neutral,
disgusted,
fearful,
angry,
angry,
fearful,
fearful,
surprised,
angry,
angry,
disgusted,
angry,
neutral,
neutral,
neutral,
surprised,
angry,
disgusted,
neutral,
angry,
disgusted,
fearful,
angry,
fearful,
neutral,
fearful,
disgusted,
angry,
surprised,
neutral,
fearful,
angry,
sad,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
fearful,
fearful,
fearful,
angry,
surprised,
sad,
disgusted,
neutral,
angry,
neutral,
disgusted,
sad,
angry,
angry,
surprised,
angry,
angry,
angry,
angry,
angry,
neutral,
neutral,
neutral,
angry,
disgusted,
angry,
surprised,
surprised,
angry,
disgusted,
disgusted,
neutral,
angry,
disgusted,
disgusted,
fearful,
neutral,
angry,
neutral,
angry,
neutral,
disgusted,
disgusted,
disgusted,
surprised,
sad,
fearful,
neutral,
neutral,
disgusted,
surprised,
fearful,
angry,
surprised,
neutral,
neutral,
angry,
surprised,
neutral,
disgusted,
angry,
angry,
sad,
neutral,
surprised,
disgusted,
angry,
surprised,
neutral,
neutral,
surprised,
disgusted,
surprised,
angry,
neutral,
angry,
angry,
disgusted,
neutral,
fearful,
surprised,
disgusted,
angry,
angry,
fearful,
disgusted,
angry,
disgusted,
angry,
surprised,
fearful,
fearful,
disgusted,
angry,
disgusted,
angry,
disgusted,
sad,
neutral,
surprised,
angry,
angry,
surprised,
angry,
fearful,
disgusted,
angry,
disgusted,
neutral,
fearful,
angry,
angry,
fearful,
surprised,
surprised,
disgusted,
neutral,
neutral,
disgusted,
neutral,
fearful,
fearful,
disgusted,
fearful,
fearful,
fearful,
neutral,
disgusted,
fearful,
angry,
disgusted,
angry,
disgusted,
surprised,
neutral,
angry,
surprised,
fearful,
disgusted,
angry,
neutral,
surprised,
surprised,
angry,
fearful,
disgusted,
surprised,
fearful,
disgusted,
angry,
surprised,
neutral,
surprised,
disgusted,
disgusted,
neutral,
neutral,
neutral,
angry,
angry,
angry,
neutral,
angry,
angry,
fearful,
angry,
angry,
angry,
angry,
angry,
surprised,
disgusted,
angry,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
disgusted,
neutral,
angry,
fearful,
disgusted,
angry,
angry,
angry,
fearful,
angry,
angry,
surprised,
neutral,
neutral,
angry,
fearful,
disgusted,
neutral,
disgusted,
neutral,
angry,
angry,
disgusted,
disgusted,
fearful,
angry,
surprised,
angry,
neutral,
angry,
surprised,
surprised,
surprised,
angry,
disgusted,
angry,
disgusted,
angry,
neutral,
disgusted,
angry,
neutral,
angry,
neutral,
surprised,
angry,
neutral,
disgusted,
surprised,
neutral,
fearful,
angry,
surprised,
